id,sigla,iata,nombre,municipio,departamento,id_categoriaaeropuerto,latitud,longitud,propietario,explotador,longitud_pista,ancho_pista,pbmo,elevacion,resolucion,fecha_construccion,fecha_vigencia,clase,tipo,numero_vuelos_origen,gcd_departamento,gcd_municipio,year,fecha_inicio,fecha_fin,vigente
310,9CH,9CH,COLINERAS,Paz de Ariporo,Casanare,A,6.0713,-70.3678,MUNICIPIO,MUNICIPIO,397,0,2000,338," 4541,000",2006-10-27,2016-11-07,1A,Privado,1,85,85250,2014,2009-01-01,2014-12-31,N
311,9CH,9CH,COLINERAS,Paz de Ariporo,Casanare,A,6.0713,-70.3678,MUNICIPIO,MUNICIPIO,393,0,2000,338," 4541,000",2006-10-27,2016-11-07,1A,Público,1,85,85250,2015,2015-01-01,2015-12-31,N
312,9CH,9CH,COLINERAS,Paz de Ariporo,Casanare,A,6.0713,-70.3678,MUNICIPIO,MUNICIPIO,126,0,2000,338," 4541,000",2006-10-27,2016-11-07,1A,Público,2,85,85250,2016,2016-01-01,2100-12-31,S
313,9CI,9CI,LA CAIMANA,Paz de Ariporo,Casanare,A,6.052,-70.8134,MUNICIPIO,MUNICIPIO,151,1,2000,400," 4541,000",2006-10-27,2016-11-07,1A,Privado,17,85,85250,2014,2009-01-01,2014-12-31,N
314,9CI,9CI,LA CAIMANA,Paz de Ariporo,Casanare,A,6.052,-70.8134,MUNICIPIO,MUNICIPIO,45,1,2000,400," 4541,000",2006-10-27,2016-11-07,1A,Aerocivil,31,85,85250,2015,2015-01-01,2015-12-31,N
315,9CI,9CI,LA CAIMANA,Paz de Ariporo,Casanare,A,6.052,-70.8134,MUNICIPIO,MUNICIPIO,29,0,2000,400," 4541,000",2006-10-27,2016-11-07,1A,Fumigación,44,85,85250,2016,2016-01-01,2100-12-31,S
316,9CJ,9CJ,EMAUS,San Luis de Palenque,Casanare,A,5.1483,-71.0453,LUIS F. CASTILLO SANTOS,LUIS F. CASTILLO SANTOS,1283,10,2500,430," 1945,000",2013-05-03,,1A,Privado,0,85,85325,2014,2009-01-01,2014-12-31,N
317,9CJ,9CJ,EMAUS,San Luis de Palenque,Casanare,A,5.1483,-71.0453,LUIS F. CASTILLO SANTOS,LUIS F. CASTILLO SANTOS,1427,11,2500,430," 1945,000",2013-05-03,,1A,Público,0,85,85325,2015,2015-01-01,2015-12-31,N
318,9CJ,9CJ,EMAUS,San Luis de Palenque,Casanare,A,5.1483,-71.0453,LUIS F. CASTILLO SANTOS,LUIS F. CASTILLO SANTOS,2672,21,2500,430," 1945,000",2013-05-03,,1A,Público,0,85,85325,2016,2016-01-01,2100-12-31,S
319,9CK,9CK,SANTA MARIA DEL CAFÉ,Hato Corozal,Casanare,A,6.1111,-70.9888,MUNICIPIO,EL MISMO,825,30,2000,427," 4543,000",2006-10-27,,1A,Fumigación,0,85,85125,2014,2009-01-01,2014-12-31,N
320,9CK,9CK,SANTA MARIA DEL CAFÉ,Hato Corozal,Casanare,A,6.1111,-70.9888,MUNICIPIO,EL MISMO,1326,57,2000,427," 4543,000",2006-10-27,,1A,Público,0,85,85125,2015,2015-01-01,2015-12-31,N
321,9CK,9CK,SANTA MARIA DEL CAFÉ,Hato Corozal,Casanare,A,6.1111,-70.9888,MUNICIPIO,EL MISMO,1953,100,2000,427," 4543,000",2006-10-27,,1A,Público,0,85,85125,2016,2016-01-01,2100-12-31,S
322,9CL,9CL,LA VENTUROSA,San Luis de Palenque,Casanare,A,5.2388,-71.3035,MUNICIPIO,EL MISMO,612,8,2000,459," 4542,000",2006-10-27,,1A,Aerocivil,1,85,85325,2014,2009-01-01,2014-12-31,N
323,9CL,9CL,LA VENTUROSA,San Luis de Palenque,Casanare,A,5.2388,-71.3035,MUNICIPIO,EL MISMO,97,8,2000,459," 4542,000",2006-10-27,,1A,Fumigación,0,85,85325,2015,2015-01-01,2015-12-31,N
324,9CL,9CL,LA VENTUROSA,San Luis de Palenque,Casanare,A,5.2388,-71.3035,MUNICIPIO,EL MISMO,44,3,2000,459," 4542,000",2006-10-27,,1A,Público,0,85,85325,2016,2016-01-01,2100-12-31,S
325,9CM,9CM,MIRAMAR DE GUANAPALO,San Luis de Palenque,Casanare,A,5.0541,-71.0012,MUNICIPIO,EL MISMO,770,21,2000,394," 4542,000",2006-10-27,,1A,Privado,1,85,85325,2014,2009-01-01,2014-12-31,N
326,9CM,9CM,MIRAMAR DE GUANAPALO,San Luis de Palenque,Casanare,A,5.0541,-71.0012,MUNICIPIO,EL MISMO,1112,42,2000,394," 4542,000",2006-10-27,,1A,Fumigación,1,85,85325,2015,2015-01-01,2015-12-31,N
327,9CM,9CM,MIRAMAR DE GUANAPALO,San Luis de Palenque,Casanare,A,5.0541,-71.0012,MUNICIPIO,EL MISMO,1711,52,2000,394," 4542,000",2006-10-27,,1A,Aerocivil,2,85,85325,2016,2016-01-01,2100-12-31,S
328,9CP,9CP,LA SALVACION,Paz de Ariporo,Casanare,A,5.9988,-70.6316,ALCALDIA,ALCALDIA,790,3,2000,384," 4807,000",2006-11-14,,1A,Público,0,85,85250,2014,2009-01-01,2014-12-31,N
329,9CP,9CP,LA SALVACION,Paz de Ariporo,Casanare,A,5.9988,-70.6316,ALCALDIA,ALCALDIA,1218,2,2000,384," 4807,000",2006-11-14,,1A,Fumigación,0,85,85250,2015,2015-01-01,2015-12-31,N
330,9CP,9CP,LA SALVACION,Paz de Ariporo,Casanare,A,5.9988,-70.6316,ALCALDIA,ALCALDIA,2383,0,2000,384," 4807,000",2006-11-14,,1A,Fumigación,0,85,85250,2016,2016-01-01,2100-12-31,S
331,9CQ,9CQ,LOMA GRANDE - CA,Ayapel,Córdoba,A,8.2937,-75.1176,O.V. OROZCO Y CIA. S.C.A.,EL MISMO,117,6,400,1280," 3341,000",2010-06-30,,UL,Fumigación,0,23,23068,2014,2009-01-01,2014-12-31,N
332,9CQ,9CQ,LOMA GRANDE - CA,Ayapel,Córdoba,A,8.2937,-75.1176,O.V. OROZCO Y CIA. S.C.A.,EL MISMO,4,6,400,1280," 3341,000",2010-06-30,,UL,Público,0,23,23068,2015,2015-01-01,2015-12-31,N
333,9CQ,9CQ,LOMA GRANDE - CA,Ayapel,Córdoba,A,8.2937,-75.1176,O.V. OROZCO Y CIA. S.C.A.,EL MISMO,2,2,400,1280," 3341,000",2010-06-30,,UL,Aerocivil,0,23,23068,2016,2016-01-01,2100-12-31,S
334,9CR,9CR,EL CAPRICHO,Puerto Gaitán,Meta,A,4.2018,-72.1632,JORGE E. SALAZAR B.,EL MISMO,141,26,4500,551,"  329,000",2013-02-07,2016-04-05,1A,Privado,2,50,50568,2014,2009-01-01,2014-12-31,N
335,9CR,9CR,EL CAPRICHO,Puerto Gaitán,Meta,A,4.2018,-72.1632,JORGE E. SALAZAR B.,EL MISMO,44,47,4500,551,"  329,000",2013-02-07,2016-04-05,1A,Privado,4,50,50568,2015,2015-01-01,2015-12-31,N
336,9CR,9CR,EL CAPRICHO,Puerto Gaitán,Meta,A,4.2018,-72.1632,JORGE E. SALAZAR B.,EL MISMO,13,48,4500,551,"  329,000",2013-02-07,2016-04-05,1A,Aerocivil,7,50,50568,2016,2016-01-01,2100-12-31,S
337,9CU,9CU,COROCORA,Trinidad,Casanare,A,5.3751,-70.969,DORA AVELLA VDA.DE PAN,PERENCO COLOMBIA LIMITED,13,2,5000,430," 1000,000",2012-03-01,,1A,Aerocivil,890,85,85430,2014,2009-01-01,2014-12-31,N
338,9CU,9CU,COROCORA,Trinidad,Casanare,A,5.3751,-70.969,DORA AVELLA VDA.DE PAN,PERENCO COLOMBIA LIMITED,5,2,5000,430," 1000,000",2012-03-01,,1A,Privado,698,85,85430,2015,2015-01-01,2015-12-31,N
339,9CU,9CU,COROCORA,Trinidad,Casanare,A,5.3751,-70.969,DORA AVELLA VDA.DE PAN,PERENCO COLOMBIA LIMITED,0,0,5000,430," 1000,000",2012-03-01,,1A,Fumigación,559,85,85430,2016,2016-01-01,2100-12-31,S
340,9CX,9CX,SAN JUAN,Maní,Casanare,A,4.8437,-72.3006,MARIA ILSE BERRIO,AGIL LTDA.,1327,20,2000,591," 1055,000",2014-02-28,2017-03-11,1A,Aerocivil,2,85,85139,2014,2009-01-01,2014-12-31,N
341,9CX,9CX,SAN JUAN,Maní,Casanare,A,4.8437,-72.3006,MARIA ILSE BERRIO,AGIL LTDA.,1769,30,2000,591," 1055,000",2014-02-28,2017-03-11,1A,Fumigación,2,85,85139,2015,2015-01-01,2015-12-31,N
342,9CX,9CX,SAN JUAN,Maní,Casanare,A,4.8437,-72.3006,MARIA ILSE BERRIO,AGIL LTDA.,2774,44,2000,591," 1055,000",2014-02-28,2017-03-11,1A,Aerocivil,2,85,85139,2016,2016-01-01,2100-12-31,S
343,9CY,9CY,LA MEJOR,Restrepo,Meta,A,4.1538,-73.3205,JOSE A. REINA P.,SADELL S.A.S.,1139,11,2000,844," 1125,000",2015-05-14,,1A,Fumigación,1,50,50606,2015,2009-01-01,2015-12-31,N
344,9CY,9CY,LA MEJOR,Restrepo,Meta,A,4.1538,-73.3205,JOSE A. REINA P.,SADELL S.A.S.,1590,14,2000,844," 1125,000",2015-05-14,,1A,Fumigación,1,50,50606,2016,2016-01-01,2100-12-31,S
345,9CZ,9CZ,GRISMANIA,Aguazul,Casanare,A,4.989,-72.5099,LUZ MARINA VARGAS,SFA LTDA.,481,8,2000,669," 6670,000",2010-12-07,,1A,Privado,0,85,85010,2014,2009-01-01,2014-12-31,N
346,9CZ,9CZ,GRISMANIA,Aguazul,Casanare,A,4.989,-72.5099,LUZ MARINA VARGAS,SFA LTDA.,393,4,2000,669," 6670,000",2010-12-07,,1A,Privado,0,85,85010,2015,2015-01-01,2015-12-31,N
347,9CZ,9CZ,GRISMANIA,Aguazul,Casanare,A,4.989,-72.5099,LUZ MARINA VARGAS,SFA LTDA.,169,3,2000,669," 6670,000",2010-12-07,,1A,Público,0,85,85010,2016,2016-01-01,2100-12-31,S
348,9DA,9DA,BALMORAL,Maní,Casanare,A,4.8864,-72.3439,MELIDA OVALLE Y OTROS,AEROTEC LTDA.,904,9,2000,652,"  694,000",2015-03-31,2017-04-08,1A,Aerocivil,1,85,85139,2015,2009-01-01,2015-12-31,N
349,9DA,9DA,BALMORAL,Maní,Casanare,A,4.8864,-72.3439,MELIDA OVALLE Y OTROS,AEROTEC LTDA.,1313,9,2000,652,"  694,000",2015-03-31,2017-04-08,1A,Público,1,85,85139,2016,2016-01-01,2100-12-31,S
350,9DB,9DB,PALMAS DE TUMACO  -CA,San Andrés de Tumaco,Nariño,A,1.496,-78.765,PALMAS DE TUMACO S.A.,PALMAS DE TUMACO S.A.,418,11,500,136," 1897,000",2011-04-11,2014-06-08,UL,Privado,0,52,52835,2014,2009-01-01,2014-12-31,N
351,9DB,9DB,PALMAS DE TUMACO  -CA,San Andrés de Tumaco,Nariño,A,1.496,-78.765,PALMAS DE TUMACO S.A.,PALMAS DE TUMACO S.A.,575,19,500,136," 1897,000",2011-04-11,2014-06-08,UL,Público,0,52,52835,2015,2015-01-01,2015-12-31,N
352,9DB,9DB,PALMAS DE TUMACO  -CA,San Andrés de Tumaco,Nariño,A,1.496,-78.765,PALMAS DE TUMACO S.A.,PALMAS DE TUMACO S.A.,950,22,500,136," 1897,000",2011-04-11,2014-06-08,UL,Fumigación,0,52,52835,2016,2016-01-01,2100-12-31,S
353,9DC,9DC,INGENIO LA CARMELITA,Riofrío,Valle del Cauca,A,4.0727,-76.316,SOCIEDAD GARRIDO,ING. LA CARMELITA,153,8,500,3087," 2961,000",2013-06-20,2015-08-05,1A,Aerocivil,0,76,76616,2014,2009-01-01,2014-12-31,N
354,9DC,9DC,INGENIO LA CARMELITA,Riofrío,Valle del Cauca,A,4.0727,-76.316,SOCIEDAD GARRIDO,ING. LA CARMELITA,89,3,500,3087," 2961,000",2013-06-20,2015-08-05,1A,Fumigación,0,76,76616,2015,2015-01-01,2015-12-31,N
355,9DC,9DC,INGENIO LA CARMELITA,Riofrío,Valle del Cauca,A,4.0727,-76.316,SOCIEDAD GARRIDO,ING. LA CARMELITA,66,0,500,3087," 2961,000",2013-06-20,2015-08-05,1A,Aerocivil,0,76,76616,2016,2016-01-01,2100-12-31,S
356,9DE,9DE,LUNA PARK,La Primavera,Vichada,A,5.128,-70.4931,DAVID ALFONSO MATTOS L.,DAVID ALFONSO MATTOS,2080,12,12000,410," 1056,000",2014-02-28,2017-03-06,1A,Privado,97,99,99524,2014,2009-01-01,2014-12-31,N
357,9DE,9DE,LUNA PARK,La Primavera,Vichada,A,5.128,-70.4931,DAVID ALFONSO MATTOS L.,DAVID ALFONSO MATTOS,3472,1,12000,410," 1056,000",2014-02-28,2017-03-06,1A,Público,97,99,99524,2015,2015-01-01,2015-12-31,N
358,9DE,9DE,LUNA PARK,La Primavera,Vichada,A,5.128,-70.4931,DAVID ALFONSO MATTOS L.,DAVID ALFONSO MATTOS,6604,1,12000,410," 1056,000",2014-02-28,2017-03-06,1A,Fumigación,97,99,99524,2016,2016-01-01,2100-12-31,S
359,9DG,9DG,EL LAGO - CA,Piedras,Tolima,A,4.5575,-74.9003,BERNEY RODRIGUEZ,OSMANI RODRIGUEZ CARDOZO,357,2,500,1050," 6744,000",2010-12-13,,UL,Aerocivil,0,73,73547,2014,2009-01-01,2014-12-31,N
360,9DG,9DG,EL LAGO - CA,Piedras,Tolima,A,4.5575,-74.9003,BERNEY RODRIGUEZ,OSMANI RODRIGUEZ CARDOZO,669,1,500,1050," 6744,000",2010-12-13,,UL,Privado,0,73,73547,2015,2015-01-01,2015-12-31,N
361,9DG,9DG,EL LAGO - CA,Piedras,Tolima,A,4.5575,-74.9003,BERNEY RODRIGUEZ,OSMANI RODRIGUEZ CARDOZO,784,0,500,1050," 6744,000",2010-12-13,,UL,Privado,0,73,73547,2016,2016-01-01,2100-12-31,S
362,9DH,9DH,HACIENDA LA JOYA,Córdoba,Bolívar,A,9.6179,-74.8367,TRIPENTA S.A.,AGROTEMPO LTDA.,89,12,2000,82,"    9,000",2013-01-03,2016-01-09,1A,Privado,0,13,13212,2014,2009-01-01,2014-12-31,N
363,9DH,9DH,HACIENDA LA JOYA,Córdoba,Bolívar,A,9.6179,-74.8367,TRIPENTA S.A.,AGROTEMPO LTDA.,42,23,2000,82,"    9,000",2013-01-03,2016-01-09,1A,Fumigación,0,13,13212,2015,2015-01-01,2015-12-31,N
364,9DH,9DH,HACIENDA LA JOYA,Córdoba,Bolívar,A,9.6179,-74.8367,TRIPENTA S.A.,AGROTEMPO LTDA.,12,32,2000,82,"    9,000",2013-01-03,2016-01-09,1A,Privado,0,13,13212,2016,2016-01-01,2100-12-31,S
365,9DI,9DI,SAN FELIPE,San Felipe,Guainía,A,1.915,-67.0776,GOBERNACION,GOBERNACION,1164,31,25000,312,"  545,000",2008-02-13,,1A,Privado,60,94,94883,2014,2009-01-01,2014-12-31,N
366,9DI,9DI,SAN FELIPE,San Felipe,Guainía,A,1.915,-67.0776,GOBERNACION,GOBERNACION,2101,39,25000,312,"  545,000",2008-02-13,,1A,Fumigación,38,94,94883,2015,2015-01-01,2015-12-31,N
367,9DI,9DI,SAN FELIPE,San Felipe,Guainía,A,1.915,-67.0776,GOBERNACION,GOBERNACION,3701,59,25000,312,"  545,000",2008-02-13,,1A,Aerocivil,7,94,94883,2016,2016-01-01,2100-12-31,S
368,9DJ,9DJ,LA PAULINA,La Paz,Cesar,A,9.9129,-73.4795,AMA LTDA.,AMA LTDA.,1387,27,2000,210," 3939,000",2014-07-25,,1A,Privado,0,20,20621,2014,2009-01-01,2014-12-31,N
369,9DJ,9DJ,LA PAULINA,La Paz,Cesar,A,9.9129,-73.4795,AMA LTDA.,AMA LTDA.,1891,40,2000,210," 3939,000",2014-07-25,,1A,Público,0,20,20621,2015,2015-01-01,2015-12-31,N
370,9DJ,9DJ,LA PAULINA,La Paz,Cesar,A,9.9129,-73.4795,AMA LTDA.,AMA LTDA.,3729,45,2000,210," 3939,000",2014-07-25,,1A,Público,0,20,20621,2016,2016-01-01,2100-12-31,S
371,9DK,9DK,EL VATICANO,Paratebueno,Cundinamarca,A,4.287,-73.1876,ROMULO PINEDA GARCIA,HELICE LTDA.,790,12,2000,738,"  999,000",2015-05-05,2018-06-02,1A,Fumigación,0,25,25530,2015,2009-01-01,2015-12-31,N
372,9DK,9DK,EL VATICANO,Paratebueno,Cundinamarca,A,4.287,-73.1876,ROMULO PINEDA GARCIA,HELICE LTDA.,68,20,2000,738,"  999,000",2015-05-05,2018-06-02,1A,Privado,0,25,25530,2016,2016-01-01,2100-12-31,S
373,9DL,9DL,LA PASTORA,Arauca,Arauca,A,6.798,-70.9777,SAO E.U,SAO E.U.,1128,17,2000,600," 2139,000",2013-05-16,,1A,Fumigación,0,81,81001,2014,2009-01-01,2014-12-31,N
374,9DL,9DL,LA PASTORA,Arauca,Arauca,A,6.798,-70.9777,SAO E.U,SAO E.U.,2134,34,2000,600," 2139,000",2013-05-16,,1A,Aerocivil,0,81,81001,2015,2015-01-01,2015-12-31,N
375,9DL,9DL,LA PASTORA,Arauca,Arauca,A,6.798,-70.9777,SAO E.U,SAO E.U.,3135,47,2000,600," 2139,000",2013-05-16,,1A,Privado,0,81,81001,2016,2016-01-01,2100-12-31,S
376,9DM,9DM,LA VEREMOS,San Luis de Palenque,Casanare,A,5.338,-71.6004,ALVARO PEREZ,HELICE LTDA.,767,27,2000,574,"  119,000",2015-01-21,2018-03-09,1A,Aerocivil,0,85,85325,2015,2009-01-01,2015-12-31,N
377,9DM,9DM,LA VEREMOS,San Luis de Palenque,Casanare,A,5.338,-71.6004,ALVARO PEREZ,HELICE LTDA.,737,27,2000,574,"  119,000",2015-01-21,2018-03-09,1A,Fumigación,0,85,85325,2016,2016-01-01,2100-12-31,S
378,9DN,9DN,SAN FRANCISCO,Puerto Gaitán,Meta,A,4.26,-71.9146,PROYECTOS LA FAZENDA,AGROPECUARIA ALIAR S.A.,585,10,5000,712," 5521,000",2014-11-11,2017-11-12,2A,Aerocivil,3,50,50568,2014,2009-01-01,2014-12-31,N
379,9DN,9DN,SAN FRANCISCO,Puerto Gaitán,Meta,A,4.26,-71.9146,PROYECTOS LA FAZENDA,AGROPECUARIA ALIAR S.A.,582,9,5000,712," 5521,000",2014-11-11,2017-11-12,2A,Aerocivil,3,50,50568,2015,2015-01-01,2015-12-31,N
380,9DN,9DN,SAN FRANCISCO,Puerto Gaitán,Meta,A,4.26,-71.9146,PROYECTOS LA FAZENDA,AGROPECUARIA ALIAR S.A.,527,4,5000,712," 5521,000",2014-11-11,2017-11-12,2A,Fumigación,3,50,50568,2016,2016-01-01,2100-12-31,S
381,9DO,9DO,TALANQUERA,Puerto López,Meta,A,4.141,-73.032,FERNANDO TOVAR TAMAYO,COMERCIALIZADORA ECO,37,7,2000,179," 6016,000",2012-10-23,,1A,Fumigación,0,50,50573,2014,2009-01-01,2014-12-31,N
382,9DO,9DO,TALANQUERA,Puerto López,Meta,A,4.141,-73.032,FERNANDO TOVAR TAMAYO,COMERCIALIZADORA ECO,28,2,2000,179," 6016,000",2012-10-23,,1A,Aerocivil,0,50,50573,2015,2015-01-01,2015-12-31,N
383,9DO,9DO,TALANQUERA,Puerto López,Meta,A,4.141,-73.032,FERNANDO TOVAR TAMAYO,COMERCIALIZADORA ECO,4,1,2000,179," 6016,000",2012-10-23,,1A,Público,0,50,50573,2016,2016-01-01,2100-12-31,S
384,9LD,9LD,LA LUCHA,Ciénaga,Magdalena,A,10.97,-74.1833,FUMIGARAY S.A.,FUMIGARAY S.A.,384,19,3600,567," 5967,000",2014-12-15,,1A,Aerocivil,0,47,47189,2014,2009-01-01,2014-12-31,N
385,9LD,9LD,LA LUCHA,Ciénaga,Magdalena,A,10.97,-74.1833,FUMIGARAY S.A.,FUMIGARAY S.A.,110,29,3600,567," 5967,000",2014-12-15,,1A,Fumigación,0,47,47189,2015,2015-01-01,2015-12-31,N
386,9LD,9LD,LA LUCHA,Ciénaga,Magdalena,A,10.97,-74.1833,FUMIGARAY S.A.,FUMIGARAY S.A.,85,30,3600,567," 5967,000",2014-12-15,,1A,Público,0,47,47189,2016,2016-01-01,2100-12-31,S
387,9LG,9LG,VILLA GEORGINA,Tauramena,Casanare,A,4.3625,-74.3214,SANTIAGO PULIDO NIÑO,COMERCIALIZAD. ECO,238,14,2000,594,,2012-10-16,,1A,Aerocivil,0,85,85410,2014,2009-01-01,2014-12-31,N
388,9LG,9LG,VILLA GEORGINA,Tauramena,Casanare,A,4.3625,-74.3214,SANTIAGO PULIDO NIÑO,COMERCIALIZAD. ECO,60,14,2000,594,,2012-10-16,,1A,Público,0,85,85410,2015,2015-01-01,2015-12-31,N
389,9LG,9LG,VILLA GEORGINA,Tauramena,Casanare,A,4.3625,-74.3214,SANTIAGO PULIDO NIÑO,COMERCIALIZAD. ECO,0,27,2000,594,,2012-10-16,,1A,Privado,0,85,85410,2016,2016-01-01,2100-12-31,S
390,9LH,9LH,INGENIO PICHICHI,Guacarí,Valle del Cauca,A,3.5347,-76.1653,INGENIO PICHICHI S.A.,INGENIO PICHICHI,437,10,500,3215," 2951,000",2013-06-20,2015-08-05,1A,Público,0,76,76318,2014,2009-01-01,2014-12-31,N
391,9LH,9LH,INGENIO PICHICHI,Guacarí,Valle del Cauca,A,3.5347,-76.1653,INGENIO PICHICHI S.A.,INGENIO PICHICHI,572,13,500,3215," 2951,000",2013-06-20,2015-08-05,1A,Público,0,76,76318,2015,2015-01-01,2015-12-31,N
392,9LH,9LH,INGENIO PICHICHI,Guacarí,Valle del Cauca,A,3.5347,-76.1653,INGENIO PICHICHI S.A.,INGENIO PICHICHI,1123,22,500,3215," 2951,000",2013-06-20,2015-08-05,1A,Aerocivil,0,76,76318,2016,2016-01-01,2100-12-31,S
393,9LI,9LI,SAN SEBASTIAN,Cabuyaro,Meta,A,4.3356,-72.7803,NELLY ZARATE,AEROTEC LTDA.,1401,19,2000,680," 4738,000",2012-08-20,,1A,Fumigación,3,50,50124,2014,2009-01-01,2014-12-31,N
394,9LI,9LI,SAN SEBASTIAN,Cabuyaro,Meta,A,4.3356,-72.7803,NELLY ZARATE,AEROTEC LTDA.,1598,35,2000,680," 4738,000",2012-08-20,,1A,Privado,0,50,50124,2015,2015-01-01,2015-12-31,N
395,9LI,9LI,SAN SEBASTIAN,Cabuyaro,Meta,A,4.3356,-72.7803,NELLY ZARATE,AEROTEC LTDA.,2808,44,2000,680," 4738,000",2012-08-20,,1A,Privado,0,50,50124,2016,2016-01-01,2100-12-31,S
396,9LJ,9LJ,EL COROZO,Arauca,Arauca,A,6.9136,-70.8562,NEBIO ECHEVERRY,FUMIVILLA,860,11,2000,416," 2141,000",2013-05-16,,1A,Privado,0,81,81001,2014,2009-01-01,2014-12-31,N
397,9LJ,9LJ,EL COROZO,Arauca,Arauca,A,6.9136,-70.8562,NEBIO ECHEVERRY,FUMIVILLA,1692,13,2000,416," 2141,000",2013-05-16,,1A,Público,0,81,81001,2015,2015-01-01,2015-12-31,N
398,9LJ,9LJ,EL COROZO,Arauca,Arauca,A,6.9136,-70.8562,NEBIO ECHEVERRY,FUMIVILLA,2929,20,2000,416," 2141,000",2013-05-16,,1A,Privado,0,81,81001,2016,2016-01-01,2100-12-31,S
399,9LK,9LK,HATO VIEJO,Arauca,Arauca,A,6.8964,-70.7791,COMERCIALIZADORA EL PROVEEDOR LTDA.,FUMIVILLA,1457,2,2000,416," 2141,000",2013-05-16,,1A,Público,0,81,81001,2014,2009-01-01,2014-12-31,N
400,9LK,9LK,HATO VIEJO,Arauca,Arauca,A,6.8964,-70.7791,COMERCIALIZADORA EL PROVEEDOR LTDA.,FUMIVILLA,2802,1,2000,416," 2141,000",2013-05-16,,1A,Privado,0,81,81001,2015,2015-01-01,2015-12-31,N
401,9LK,9LK,HATO VIEJO,Arauca,Arauca,A,6.8964,-70.7791,COMERCIALIZADORA EL PROVEEDOR LTDA.,FUMIVILLA,5282,0,2000,416," 2141,000",2013-05-16,,1A,Privado,0,81,81001,2016,2016-01-01,2100-12-31,S
402,9LL,9LL,CIENFUEGOS,Paz de Ariporo,Casanare,A,5.5831,-71.7289,JAIRO GRANADOS CEIJA,SAO E.U.,39,1,2000,574," 1315,000",2014-03-13,,1A,Privado,0,85,85250,2014,2009-01-01,2014-12-31,N
403,9LL,9LL,CIENFUEGOS,Paz de Ariporo,Casanare,A,5.5831,-71.7289,JAIRO GRANADOS CEIJA,SAO E.U.,16,1,2000,574," 1315,000",2014-03-13,,1A,Fumigación,0,85,85250,2015,2015-01-01,2015-12-31,N
404,9LL,9LL,CIENFUEGOS,Paz de Ariporo,Casanare,A,5.5831,-71.7289,JAIRO GRANADOS CEIJA,SAO E.U.,15,0,2000,574," 1315,000",2014-03-13,,1A,Privado,0,85,85250,2016,2016-01-01,2100-12-31,S
405,9LN,9LN,GUADUALITO,Nunchía,Casanare,A,5.4593,-71.912,CUPERTINO CUEVAS D.,SANAR S.A.,453,16,3000,639," 4943,000",2012-09-06,,1A,Privado,0,85,85225,2014,2009-01-01,2014-12-31,N
406,9LN,9LN,GUADUALITO,Nunchía,Casanare,A,5.4593,-71.912,CUPERTINO CUEVAS D.,SANAR S.A.,419,19,3000,639," 4943,000",2012-09-06,,1A,Aerocivil,0,85,85225,2015,2015-01-01,2015-12-31,N
407,9LN,9LN,GUADUALITO,Nunchía,Casanare,A,5.4593,-71.912,CUPERTINO CUEVAS D.,SANAR S.A.,173,25,3000,639," 4943,000",2012-09-06,,1A,Aerocivil,0,85,85225,2016,2016-01-01,2100-12-31,S
408,9LP,9LP,LA REDENCION,Pore,Casanare,A,5.6618,-71.8088,MARIA DEL S. MONTOYA,FRANCISCO H. MARTINEZ,1205,20,2000,636," 3053,000",2013-06-26,,1A,Aerocivil,0,85,85263,2014,2009-01-01,2014-12-31,N
409,9LP,9LP,LA REDENCION,Pore,Casanare,A,5.6618,-71.8088,MARIA DEL S. MONTOYA,FRANCISCO H. MARTINEZ,2409,27,2000,636," 3053,000",2013-06-26,,1A,Fumigación,0,85,85263,2015,2015-01-01,2015-12-31,N
410,9LP,9LP,LA REDENCION,Pore,Casanare,A,5.6618,-71.8088,MARIA DEL S. MONTOYA,FRANCISCO H. MARTINEZ,3695,52,2000,636," 3053,000",2013-06-26,,1A,Fumigación,0,85,85263,2016,2016-01-01,2100-12-31,S
411,9LQ,9LQ,LA PONDEROSA,Puerto Gaitán,Meta,A,4.6316,-71.2141,MONICA COLOMBIA LTDA.,MONICA COLOMBIA LTDA,671,14,3000,537," 5243,000",2012-09-19,,2A,Aerocivil,12,50,50568,2014,2009-01-01,2014-12-31,N
412,9LQ,9LQ,LA PONDEROSA,Puerto Gaitán,Meta,A,4.6316,-71.2141,MONICA COLOMBIA LTDA.,MONICA COLOMBIA LTDA,212,2,3000,537," 5243,000",2012-09-19,,2A,Privado,0,50,50568,2015,2015-01-01,2015-12-31,N
413,9LQ,9LQ,LA PONDEROSA,Puerto Gaitán,Meta,A,4.6316,-71.2141,MONICA COLOMBIA LTDA.,MONICA COLOMBIA LTDA,47,0,3000,537," 5243,000",2012-09-19,,2A,Público,0,50,50568,2016,2016-01-01,2100-12-31,S
414,9LR,9LR,LOS REMANSOS,Cimitarra,Santander,A,6.5729,-74.2195,NELLY VALENCIA,AEROPENORT LTDA.,406,8,3000,357," 4373,000",2009-08-21,2012-10-08,1A,Público,0,68,68190,2014,2009-01-01,2014-12-31,N
415,9LR,9LR,LOS REMANSOS,Cimitarra,Santander,A,6.5729,-74.2195,NELLY VALENCIA,AEROPENORT LTDA.,119,4,3000,357," 4373,000",2009-08-21,2012-10-08,1A,Fumigación,0,68,68190,2015,2015-01-01,2015-12-31,N
